Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-EN-10001028,Office Supplies,Envelopes,Staple envelope,$28.75 ,3,0.2,9.3444
CA-2017-145233,12/1/2017,12/5/2017,standard class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,WEST,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,$406.37 ,4,0.2,30.4776
CA-2017-117324,12/8/2017,12/13/2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$27.52 ,4,0,12.6592
CA-2017-165323,6/17/2017,6/21/2017,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,EAST,TEC-MA-10003673,Technology,Machines,Hewlett-Packard Desktjet 6988DT Refurbished Printer,"$3,404.50 ",5,0,1668.205
CA-2017-157651,12/10/2017,12/14/2017,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Philadelphia,Pennsylvania,19120,EAST,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,$14.20 ,1,0.2,3.3725
CA-2015-151043,11/14/2015,11/20/2015,Standard Class,MG-17680,Maureen Gastineau,Home Office,United States,Philadelphia,Pennsylvania,19143,EAST,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,$47.98 ,2,0.2,-1.1996
CA-2014-156160,9/22/2014,9/29/2014,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,New York City,New York,10035,EAST,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",$97.44 ,3,0,35.0784
US-2017-169551,7/7/2017,7/9/2017,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,EAST,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,$683.99 ,2,0.4,-113.998
CA-2017-139437,7/3/2017,7/8/2017,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,90004,WEST,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,$87.92 ,4,0,0.8792
CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",$26.22 ,3,0,12.3234
CA-2017-135587,12/7/2017,12/12/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Hattiesburg,Mississippi,39401,South,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,$52.00 ,4,0,23.4
CA-2017-168228,4/27/2017,4/29/2017,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,WEST,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",$123.92 ,4,0,$33.46 
CA-2017-122644,11/12/2017,11/17/2017,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Columbus,Ohio,43229,EAST,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,$10.85 ,2,0.2,3.5256
CA-2017-166933,4/24/2017,4/28/2017,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Santa Barbara,California,93101,WEST,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,$1.81 ,1,0,0.6516
CA-2017-144638,3/10/2017,3/14/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,19013,EAST,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,$43.87 ,2,0.2,11.5164
CA-2015-111780,12/25/2015,12/30/2015,SECOND CLASS,RA-19285,Ralph Arnett,Consumer,United States,San Diego,California,92037,WEST,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),$17.94 ,3,0,8.073
US-2017-139465,8/27/2017,8/30/2017,First Class,MR-17545,Mathew Reese,Home Office,United States,New York City,New York,10024,EAST,TEC-PH-10000455,Technology,Phones,GE 30522EE2,$347.97 ,3,0,100.9113
CA-2017-161480,12/25/2017,12/29/2017,Standard Class,RA-19285,Ralph Arnett,#Consumer//,United States,New York City,New York,10035,EAST,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",$191.98 ,2,0.2,4.7996
US-2017-107979,6/8/2017,6/13/2017,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Glendale,Arizona,85301,WEST,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,$72.59 ,2,0.7,-48.392
CA-2017-129462,6/16/2017,6/21/2017,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",$180.66 ,3,0,50.5848
CA-2016-166618,11/14/2016,11/18/2016,Standard Class,DP-13000,Darren Powers,Consumer,United States,New York City,New York,10035,EAST,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",$13.98 ,2,0,$3.91 
CA-2016-122133,5/16/2016,5/23/2016,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut,6457,EAST,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",$552.56 ,4,0,0
CA-2015-102260,9/22/2015,9/26/2015,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,$2.82 ,2,0.2,0.3168
CA-2016-128818,5/7/2016,5/11/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,EAST,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,$44.40 ,3,0,22.2
CA-2014-124247,12/16/2014,12/21/2014,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Sacramento,California,95823,WEST,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,"$1,403.92 ",5,0.2,70.196
CA-2014-146843,11/30/2014,12/6/2014,Standard Class,PB-19150,Philip Brown,Consumer,United States,Avondale,Arizona,85323,WEST,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",$102.24 ,4,0.2,-16.614
CA-2016-147137,7/4/2016,7/6/2016,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,WEST,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,$27.92 ,4,0,$0.56 
CA-2016-158694,11/10/2016,11/13/2016,Second Class,AI-10855,Arianne Irving,?Consumer?,United States,Los Angeles,California,90036,WEST,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,$67.71 ,3,0,32.5008
CA-2016-127642,5/21/2016,5/23/2016,First Class,CP-12340,Christine Phan,Corporate,United States,Warwick,Rhode Island,2886,EAST,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,$111.96 ,2,0,54.8604
US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",$36.26 ,7,0,16.6796
CA-2016-169670,12/25/2016,12/31/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,New York City,New York,10009,EAST,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,"$2,563.06 ",8,0.1,313.2624
CA-2016-138968,3/15/2016,3/16/2016,First Class,FC-14335,Fred Chung,Corporate,United States,San Francisco,California,94110,WEST,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,"$1,352.03 ",4,0.2,84.502
CA-2015-158421,9/21/2015,9/26/2015,Standard Class,GB-14575,Giulietta Baptist,#Consumer//,United States,Columbia,South Carolina,29203,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,$85.96 ,7,0,24.0688
CA-2016-156251,8/13/2016,8/18/2016,Second Class,TS-21160,Theresa Swint,?Corporate?,United States,West Allis,Wisconsin,53214,Central,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,$241.96 ,2,0,24.196
CA-2016-169957,9/26/2016,9/30/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Covington,Washington,98042,WEST,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),$29.90 ,5,0,14.651
CA-2017-152310,8/12/2017,8/19/2017,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,98103,WEST,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,$192.16 ,4,0,92.2368
CA-2017-147228,9/9/2017,9/14/2017,STANDARD CLASS,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401,South,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,$14.14 ,3,0.2,4.2408
CA-2015-148873,10/1/2015,10/5/2015,Standard Class,EM-13960,Eric Murdock,Consumer,United States,Quincy,Illinois,62301,Central,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,$108.77 ,4,0.2,2.7192
CA-2014-102673,11/1/2014,11/5/2014,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-LA-10001771,Office Supplies,Labels,Avery 513,$47.81 ,12,0.2,15.5376
CA-2015-163181,11/7/2015,11/12/2015,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,$64.96 ,5,0.6,-84.448
CA-2017-121314,9/23/2017,9/26/2017,First Class,BE-11410,Bobby Elias,Consumer,United States,Miami,Florida,33178,South,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,$251.64 ,3,0.2,88.074
CA-2014-140816,12/20/2014,12/20/2014,Same Day,TC-21295,Toby Carlisle,Consumer,United States,Thornton,Colorado,80229,WEST,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,$447.94 ,7,0.2,89.5888
US-2014-147627,1/20/2014,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,"$1,067.94 ",3,0,224.2674
CA-2016-131289,12/8/2016,12/14/2016,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,94110,WEST,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,"$1,421.66 ",6,0.2,-195.4788
CA-2017-107748,12/10/2017,12/12/2017,Second Class,AG-10330,Alex Grayson,Consumer,United States,Stockton,California,95207,WEST,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,$12.96 ,2,0,6.2208
CA-2015-110947,6/9/2015,6/15/2015,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Hampton,Virginia,23666,South,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,$113.10 ,3,0,56.55
CA-2017-105914,10/2/2017,10/8/2017,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Los Angeles,California,90036,WEST,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,"$1,575.14 ",7,0,204.7682
CA-2016-121447,2/21/2016,2/22/2016,First Class,EA-14035,Erin Ashbrook,Corporate,United States,New York City,New York,10011,EAST,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",$135.80 ,7,0,66.542
US-2017-133200,5/6/2017,5/11/2017,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,$772.68 ,5,0.2,-57.951
CA-2017-162033,3/26/2017,4/2/2017,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,23464,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,$3.76 ,2,0,$1.32 
CA-2017-113208,3/26/2017,4/2/2017,standard class,ML-18040,Michelle Lonsdale,Corporate,United States,Dearborn,Michigan,48126,Central,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",$60.84 ,3,0,23.1192
CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,$272.94 ,3,0,30.0234
CA-2014-139283,11/23/2014,11/27/2014,Standard Class,BT-11440,Bobby Trafton,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,$14.67 ,3,0,6.7482
CA-2015-111395,11/23/2015,11/27/2015,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,$335.52 ,4,0.2,$117.43 
CA-2015-130792,4/28/2015,5/5/2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,$8.65 ,3,0.8,-20.3322
CA-2016-152331,6/26/2016,6/30/2016,Standard Class,LD-16855,Lela Donovan,Corporate,United States,Chicago,Illinois,60653,Central,OFF-AR-10001547,Office Supplies,Art,Newell 311,$5.30 ,3,0.2,$0.46 
CA-2014-117464,7/22/2014,7/24/2014,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,WEST,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,$236.50 ,10,0,68.585
CA-2017-114412,4/15/2017,4/20/2017,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,28027,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,$15.55 ,3,0.2,5.4432
CA-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,$74.35 ,3,0.2,26.9526
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,WEST,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,$76.18 ,3,0.2,26.6616
CA-2014-141313,12/28/2014,1/1/2015,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,EAST,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,"$1,737.18 ",6,0,503.7822
CA-2015-167269,6/16/2015,6/20/2015,Standard Class,PB-19150,Philip Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,EAST,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,$6.21 ,2,0.2,2.1728
US-2015-140200,7/26/2015,7/28/2015,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Mesa,Arizona,85204,WEST,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,$393.17 ,3,0.5,-204.4458
CA-2017-130841,7/28/2017,8/1/2017,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,WEST,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,$14.98 ,1,0,4.1944
CA-2014-132451,9/26/2014,9/27/2014,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105,WEST,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,$19.44 ,3,0,9.3312
CA-2015-104052,3/1/2015,3/2/2015,First Class,TP-21565,Tracy Poddar,Corporate,United States,Coppell,Texas,75019,Central,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,$95.84 ,4,0.2,34.742
CA-2017-144568,5/29/2017,6/2/2017,standard class,JO-15550,Jesus Ocampo,Home Office,United States,Omaha,Nebraska,68104,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,$23.55 ,5,0,1.1775
US-2017-124968,9/8/2017,9/13/2017,Second Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,$765.63 ,7,0.5,-566.5625
CA-2016-146374,12/5/2016,12/10/2016,Second Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,19711,EAST,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",$109.69 ,7,0,51.5543
CA-2017-124716,3/27/2017,3/31/2017,Standard Class,BD-11560,Brendan Dodson,#Home Office//,United States,Fresno,California,93727,WEST,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,$11.94 ,3,0,5.97
CA-2017-117079,10/23/2017,10/27/2017,Standard Class,JR-15700,Jocasta Rupert,Consumer,United States,Jacksonville,Florida,32216,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,$863.88 ,3,0.2,107.985
CA-2016-103107,7/4/2016,7/4/2016,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103,WEST,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,$177.48 ,3,0.2,19.9665
CA-2016-131744,6/18/2016,6/20/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,EAST,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,$6.85 ,2,0.2,2.14
US-2014-119081,9/12/2014,9/19/2014,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",$40.56 ,2,0,12.9792
CA-2015-135489,9/19/2015,9/22/2015,Second Class,GW-14605,Giulietta Weimer,Consumer,United States,New York City,New York,10024,EAST,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,$279.86 ,14,0,134.3328
CA-2017-118136,9/16/2017,9/17/2017,FIRST CLASS,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,WEST,OFF-AR-10001427,Office Supplies,Art,Newell 330,$5.98 ,1,0,1.5548
CA-2017-149048,5/13/2017,5/17/2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,$914.97 ,3,0,411.7365
CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,EAST,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,$597.00 ,3,0,$280.59 
CA-2016-109869,4/22/2016,4/29/2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,WEST,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",$78.27 ,2,0.2,5.8704
CA-2014-148761,5/17/2014,5/21/2014,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Eau Claire,Wisconsin,54703,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,$91.68 ,3,0,45.84
CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,EAST,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",$11.21 ,1,0,3.363
US-2017-141677,3/26/2017,3/30/2017,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,"$2,399.96 ",5,0.2,569.9905
CA-2017-160017,9/28/2017,10/2/2017,Standard Class,SP-20860,Sung Pak,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,$10.37 ,2,0.2,3.6288
CA-2016-161473,4/1/2016,4/5/2016,standard class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,10035,EAST,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,$14.35 ,3,0.2,4.6644
US-2017-142188,9/11/2017,9/11/2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,WEST,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,$177.57 ,2,0.2,8.8784
CA-2017-159226,4/25/2017,4/27/2017,Second Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,90008,WEST,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",$344.98 ,7,0.15,28.4102
CA-2015-135685,11/16/2015,11/18/2015,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",$214.11 ,3,0,36.3987
CA-2017-134194,12/25/2017,1/1/2018,Standard Class,GA-14725,Guy Armstrong,?Consumer?,United States,Dallas,Texas,75081,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,$31.74 ,2,0.2,2.3808
CA-2015-140921,2/3/2015,2/5/2015,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha,Nebraska,68104,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,$28.40 ,2,0,11.076
CA-2017-132738,8/4/2017,8/7/2017,First Class,HM-14860,Harry Marie,Corporate,United States,Loveland,Colorado,80538,WEST,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",$8.78 ,1,0.2,3.1842
US-2017-109253,8/21/2017,8/22/2017,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,WEST,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,$568.73 ,3,0.2,28.4364
US-2014-105767,5/23/2014,5/27/2014,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,EAST,OFF-AR-10001246,Office Supplies,Art,Newell 317,$21.17 ,9,0.2,2.3814
CA-2017-144932,4/14/2017,4/17/2017,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615,EAST,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,$14.59 ,3,0.2,2.5536
CA-2015-139164,6/23/2015,6/28/2015,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,California,90805,WEST,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",$217.58 ,2,0.2,19.0386
CA-2014-114251,11/5/2014,11/10/2014,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Philadelphia,Pennsylvania,19143,EAST,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,$58.42 ,2,0.2,$16.79 
CA-2017-137449,6/29/2017,6/30/2017,First Class,ME-17725,Max Engle,Consumer,United States,Dallas,Texas,75220,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,$410.00 ,3,0.32,($96.47)
CA-2017-118003,12/4/2017,12/10/2017,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,EAST,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,$302.94 ,3,0,18.1764
CA-2014-111934,5/5/2014,5/7/2014,First Class,GD-14590,Giulietta Dortch,Corporate,United States,Arlington,Virginia,22204,South,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,$11.88 ,2,0,5.346
CA-2015-141012,6/9/2015,6/11/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201,WEST,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,$355.36 ,4,0,92.3936
US-2017-101840,2/6/2017,2/12/2017,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,10024,EAST,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",$46.24 ,4,0.2,15.606
CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",$7.64 ,1,0,$3.74 
CA-2014-107818,9/8/2014,9/14/2014,STANDARD CLASS,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,WEST,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,$485.88 ,6,0,19.4352
CA-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,11572,EAST,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",$12.67 ,3,0.2,4.4352
CA-2015-108259,11/8/2015,11/15/2015,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,$4.71 ,1,0.2,1.4136
CA-2016-145583,10/13/2016,10/19/2016,standard class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,WEST,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,$65.88 ,6,0,18.4464
CA-2017-144638,3/10/2017,3/14/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,19013,EAST,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,$35.91 ,3,0.4,-8.379
CA-2017-100811,11/21/2017,11/24/2017,First Class,CC-12475,Cindy Chapman,Consumer,United States,Philadelphia,Pennsylvania,19143,EAST,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,$39.30 ,4,0.2,3.9296
CA-2015-116484,11/20/2015,11/26/2015,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Marion,Ohio,43302,EAST,FUR-FU-10002874,Furniture,Furnishings,Ultra Commercial Grade Dual Valve Door Closer,$63.82 ,2,0.2,9.5736
CA-2017-169810,7/25/2017,7/31/2017,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Sioux Falls,South Dakota,57103,Central,OFF-LA-10003663,Office Supplies,Labels,Avery 498,$20.23 ,7,0,9.5081
CA-2017-106943,11/14/2017,11/19/2017,Standard Class,FO-14305,Frank Olsen,Consumer,United States,New York City,New York,10035,EAST,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,$8.64 ,2,0.2,3.024
